nomePesquisado,nomeEncontrado,nomeAceito,baseDados,familia,pais,ano,mes,lat,long,coordMun
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1946,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1977,2,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1949,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1954,2,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1948,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,1997,,-20.48333,-49.9,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1978,11,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1969,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1995,5,-17.75,-63.21666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1984,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1913,1,-25.33,-57.35,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1928,12,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Venezuela,1993,1,7.55,-69.65,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Colombia,1971,7,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Guyana,2006,10,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,2006,10,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Colombia,1898,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Colombia,1924,9,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,1950,4,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Venezuela,1977,10,9.16666,-61.1,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1998,6,-13.59416,-60.91611,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,2005,9,-17.81555,-57.74333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Venezuela,1987,2,8.51666,-61.06666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Peru,1995,6,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,12,-25.1333333,-57.25,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,12,-25.13333,-57.3,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,2,-25.33333,-57.46666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,11,-25.9,-57.1833333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1991,1,-25.1333333,-57.2,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,5,-25.13333,-57.3,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,2,-25.33333,-57.46666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1992,12,-25.6,-57.56666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,3,-25.13333,-57.25,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,6,-25.15,-57.23333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1992,12,-25.6,-57.58333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.33333,-57.46666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1993,2,-25.65,-57.63333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,3,-25.13333,-57.3,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Peru,1979,8,-4.4333333,-76.65,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,11,-25.1333333,-57.3,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,12,-25.33333,-57.46666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,5,-25.1333333,-57.2,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1991,1,-25.3333333,-57.5,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1991,5,-14.63333,-62.61666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,1979,8,-1,-75.46666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,1968,5,-1.33333,-79.9,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,2,-25.36666,-57.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,2,-25.36666,-57.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,5,-25.1333333,-57.25,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1994,5,-14.76222,-61.04805,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1994,6,-13.65611,-60.81111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,1981,1,-1.2666667,-79.7,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1995,4,-14.76944,-61.03916,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,1979,8,-2.7488899230957,-58.021900177002,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1992,3,-13.5,-61,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Venezuela,1998,,5.35,-65.75,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,12,-25.6,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,11,-25.15,-57.5,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,2,-27.4,-57.53333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.2833333,-57.4166667,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.28333,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.78333,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.28333,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.28333,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.28333,-57.41666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1991,11,-25.61666,-57.4,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1991,11,-25.61666,-57.4,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.61666,-57.4,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,12,-25.63333,-57.38333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1990,1,-25.63333,-57.38333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,2002,3,-13.52194,-61.55611,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,1989,11,-25.11666,-57.5,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Bolivia,1996,5,-15.81666,-65.26666,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Ecuador,1999,8,-0.86666,-79.83333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Paraguay,2003,11,-27.38083,-56.81194,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth.,Eichhornia azurea,SPL,Pontederiaceae,Brasil,,,-24.1800003051758,-46.7799987792969,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth.,Eichhornia azurea,SPL,Pontederiaceae,Brasil,,,-20.6299991607666,-51.0999984741211,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1979,06,-17.16667,-56.83333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2002,03,-15.985,-47.19306,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2003,08,-14.511666,-46.737222,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1979,06,-17.86667,-57.53333,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2006,06,-12.81,-48.235555,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2014,03,-15.045555,-59.9725,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2015,05,-16.514722,-56.297777,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2004,04,-6.3122222,-48.409166,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1938,08,-19.6271991729736,-43.8897018432617,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1977,07,-19.0091991424561,-57.6533012390137,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1947,12,-1.8881,-55.1167,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1948,07,-1.6822,-50.4803,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1970,12,-27.4868,-58.8176,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1938,08,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1938,08,-19.6272,-43.8897,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1996,07,-20.6383,-51.1092,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2015,03,-21.021900177002,-44.3180999755859,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2012,11,-22.698611,-53.244139,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2013,05,-22.689139,-53.232778,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1992,06,-22.2952995300293,-53.2710990905762,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1993,10,-19.0091991424561,-57.6533012390137,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2002,07,-23.9381008148193,-54.2708015441895,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1994,04,-22.4878005981445,-53.3513984680176,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1993,11,-22.4878005981445,-53.3513984680176,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1994,04,-22.4878005981445,-53.3513984680176,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1986,11,-22.4878005981445,-53.3513984680176,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1997,07,-22.7721996307373,-53.2668991088867,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2007,01,-22.7721996307373,-53.2668991088867,
Eichhornia azurea,Eichhornia azurea Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2008,04,-22.7721996307373,-53.2668991088867,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2015,01,-29.871667,-50.238611,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1998,07,-19.0091991424561,-57.6533012390137,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1966,05,-20.8199996948242,-49.3699989318848,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1987,09,-8.8455555,-38.7666667,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1964,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1987,09,-8.8455555,-38.7666667,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1987,10,-10.8216667,-42.7311111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1987,10,-10.8216667,-42.7311111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1976,01,-4.8588889,-43.3561111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1980,06,-1.7655556,-55.8661111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1976,07,-5.3583333,-48.7913889,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2017,05,-9.5861111,-55.9286111,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1966,06,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1976,03,-15.5372222,-47.3344444,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,,,-15.5372222,-47.3344444,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,,,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1964,06,-21.9166667,-48.7833334,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1981,06,-15.9343996047974,-50.1403007507324,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1981,06,-15.9343996047974,-50.1403007507324,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1976,01,-3.39249992370605,-44.3586006164551,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1980,06,-1.76556003093719,-55.8661003112793,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2009,11,-3.20027995109558,-59.8119010925293,
Eichhornia azurea,Eichhornia azurea undefined,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1997,03,-20.483333,-49.9,
Eichhornia azurea,Eichhornia azurea undefined,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1999,04,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,,,-22.6881,-43.0169,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,,,-22.7286,-42.9906,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,,,-22.6931,-43.0261,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brazil,,,-22.6806,-42.9964,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1996,07,-20.6299991607666,-51.0999984741211,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2009,5,-22.3708000183105,-41.7868995666504,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1961,07,-1.3,-53,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1959,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1960,10,3.36,-51.19,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1963,03,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1965,09,-2.33,-50.38,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1962,08,1.45,-50.58,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1943,04,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1943,04,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2018,10,-3.778769,-44.820146,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1978,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1984,05,-2.1,-55.3,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2017,08,-0.15034,-51.23118,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2018,09,-3.959728,-45.000011,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2018,09,-3.578065,-44.832739,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1947,12,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1948,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,04,-0.55,-52.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,04,-0.55,-52.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,04,-0.55,-52.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,04,-0.55,-52.55,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,05,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Argentina,1947,01,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1952,04,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1952,06,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1952,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1952,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1952,07,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1955,08,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1955,08,,,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1951,07,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1951,07,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1982,03,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1997,04,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1951,07,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1951,07,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1951,07,-0.366667002439499,-51.0663986206055,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2011,,-2.9552800655365,-44.8069000244141,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1987,09,-3.46221995353699,-44.8706016540527,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1968,04,-1.4558299779892,-48.5043983459473,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,2014,05,-2.63638997077942,-54.937198638916,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,,,-1.05360996723175,-46.7655982971191,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1953,03,-2.00778007507324,-54.0691986083984,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1984,10,-2.00778007507324,-54.0691986083984,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,08,-2.44305992126465,-54.7083015441895,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1947,06,-2.44305992126465,-54.7083015441895,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1947,06,-2.44305992126465,-54.7083015441895,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1905,03,-0.716666996479034,-48.5233001708984,
Eichhornia azurea,Eichhornia azurea (Sw.) Kunth,Eichhornia azurea,SPL,Pontederiaceae,Brasil,1950,03,-0.716666996479034,-48.5233001708984,
